Runway,Slot_date,Slot_time,Possible_delay,Delay,FlightID,0
64,2019-11-18,16:13:37,14,54,1,125
52,2017-06-14,17:41:22,17,72,1,126
53,2019-05-06,11:31:51,11,68,1,127
70,2017-08-27,00:40:03,34,77,1,128
86,2018-04-21,09:17:44,42,86,1,129
3,2016-06-30,10:38:46,60,80,1,130
58,2019-03-06,14:00:42,24,86,1,131
70,2016-09-21,17:54:52,32,36,1,132
33,2021-04-07,14:46:34,29,66,1,133
30,2019-09-30,20:34:40,24,32,1,134
7,2019-07-15,20:47:58,46,35,1,135
29,2020-02-03,03:55:14,51,10,1,136
59,2020-01-02,02:09:47,35,50,1,137
100,2018-02-15,00:18:42,53,88,1,138
11,2016-08-04,11:29:24,42,51,1,139
70,2019-12-05,11:11:21,14,100,1,140
13,2019-12-22,20:17:00,25,82,1,141
60,2017-12-21,20:47:30,57,28,1,142
91,2018-06-01,08:45:26,45,44,1,143
37,2016-10-07,01:57:32,52,52,1,144
25,2017-09-04,01:07:13,42,75,1,145
18,2017-07-12,06:35:16,53,14,1,146
73,2016-05-24,20:34:59,14,86,1,147
80,2017-02-01,20:08:08,46,87,1,148
100,2020-12-10,22:49:57,40,75,1,149
37,2021-01-31,13:34:54,23,38,1,150
75,2017-06-04,23:00:01,55,77,1,151
7,2017-09-20,14:43:31,16,86,1,152
91,2020-02-03,11:16:25,34,10,1,153
99,2020-06-09,08:24:09,41,47,1,154
84,2020-10-15,10:27:48,55,61,1,155
1,2017-04-07,01:43:49,42,83,1,156
29,2016-09-19,13:34:13,52,60,1,157
77,2019-04-19,16:38:21,42,38,1,158
92,2021-03-15,06:15:14,59,36,1,159
90,2020-12-07,05:27:06,50,91,1,160
49,2020-03-24,10:35:14,30,64,1,161
31,2017-09-20,10:25:43,50,36,1,162
25,2016-11-10,06:02:00,38,88,1,163
100,2018-03-27,12:30:10,53,29,1,164
19,2019-02-06,15:10:08,33,16,1,165
59,2020-12-25,03:41:41,50,32,1,166
28,2017-11-07,05:30:28,35,18,1,167
85,2017-04-12,03:46:37,46,57,1,168
100,2017-08-30,14:46:38,17,42,1,169
56,2020-12-04,21:03:27,13,42,1,170
6,2016-10-04,17:56:10,22,46,1,171
27,2019-09-09,14:34:16,28,17,1,172
94,2017-04-16,18:32:21,37,11,1,173
59,2017-11-22,22:51:39,15,66,1,174
42,2019-11-12,15:57:50,49,71,1,175
20,2021-01-11,22:07:28,34,31,1,176
60,2018-02-02,02:39:28,30,57,1,177
5,2016-09-24,07:57:39,48,99,1,178
65,2016-07-04,20:29:15,20,41,1,179
2,2019-05-11,22:38:28,28,95,1,180
6,2018-09-22,22:51:07,38,84,1,181
58,2019-10-15,00:32:08,56,47,1,182
87,2018-12-21,01:09:46,39,17,1,183
81,2020-03-07,17:37:55,43,44,1,184
26,2019-11-29,23:30:54,22,16,1,185
25,2018-10-16,16:57:31,39,70,1,186
60,2018-11-01,14:59:41,17,58,1,187
88,2020-08-08,06:08:24,38,46,1,188
80,2018-12-06,03:53:07,24,39,1,189
85,2018-12-02,15:44:02,23,10,1,190
32,2017-07-25,12:37:05,31,47,1,191
67,2020-03-09,09:35:20,57,35,1,192
61,2021-01-30,09:49:43,25,84,1,193
49,2019-02-17,20:42:57,57,81,1,194
33,2020-08-01,00:51:27,58,55,1,195
30,2019-07-31,03:54:31,15,48,1,196
30,2018-01-12,19:08:57,18,34,1,197
53,2018-05-16,13:54:44,34,55,1,198
38,2017-01-07,22:05:29,36,72,1,199
34,2017-12-22,10:39:49,57,74,1,200
49,2021-04-23,07:59:56,39,50,1,201
9,2017-06-19,07:20:29,57,30,1,202
74,2016-05-23,10:03:03,20,100,1,203
39,2016-10-19,05:36:49,15,58,1,204
32,2020-11-12,23:42:21,55,46,1,205
63,2018-08-07,21:35:28,33,94,1,206
54,2016-09-05,00:57:31,50,84,1,207
22,2017-08-07,15:44:26,43,98,1,208
36,2018-08-04,03:10:57,17,68,1,209
96,2021-03-01,22:30:56,27,24,1,210
81,2016-12-11,18:40:39,31,55,1,211
15,2019-12-21,22:49:09,52,42,1,212
4,2018-10-21,17:57:35,10,12,1,213
41,2020-11-17,07:13:17,11,80,1,214
84,2019-02-23,15:25:38,40,95,1,215
58,2021-04-09,05:53:10,56,31,1,216
2,2018-08-06,02:39:39,45,63,1,217
93,2018-01-17,01:29:16,45,90,1,218
36,2020-04-02,05:54:30,37,12,1,219
43,2019-06-21,18:46:55,36,44,1,220
47,2018-08-08,03:18:36,32,62,1,221
1,2017-09-07,13:54:45,22,16,1,222
62,2019-07-15,06:49:51,28,97,1,223
6,2018-05-05,11:51:38,59,55,1,224
66,2019-11-19,19:44:12,60,51,1,225
96,2021-04-09,08:51:08,50,27,1,226
7,2020-09-02,19:51:15,11,17,1,227
18,2019-03-21,17:05:14,22,77,1,228
77,2018-07-02,12:59:11,24,14,1,229
36,2017-04-30,01:58:35,26,21,1,230
57,2020-04-07,20:10:44,34,34,1,231
51,2017-09-15,02:42:13,41,37,1,232
23,2017-05-03,13:40:54,16,89,1,233
46,2020-10-04,10:37:27,50,100,1,234
11,2018-03-26,18:27:41,41,15,1,235
37,2019-08-15,23:17:42,13,15,1,236
53,2017-07-22,07:15:28,50,99,1,237
93,2020-08-17,15:32:53,34,53,1,238
5,2016-11-09,20:15:42,25,47,1,239
48,2018-07-25,04:16:15,22,67,1,240
74,2016-09-30,06:50:34,37,47,1,241
53,2021-03-17,16:54:23,37,76,1,242
57,2016-10-05,12:42:37,38,77,1,243
2,2018-10-02,19:10:00,41,27,1,244
45,2018-07-20,12:03:31,20,37,1,245
29,2017-09-29,14:15:01,42,71,1,246
69,2019-05-26,04:43:51,11,47,1,247
78,2017-07-14,22:55:14,32,44,1,248
88,2018-02-07,09:26:22,24,24,1,249
32,2020-11-29,20:17:14,38,81,1,250
46,2021-02-05,06:42:42,52,34,1,251
52,2019-03-10,12:08:20,27,85,1,252
25,2020-11-15,23:21:17,60,79,1,253
6,2018-01-25,21:18:07,54,72,1,254
76,2016-09-15,13:48:50,22,97,1,255
11,2019-11-23,10:50:34,44,13,1,256
65,2016-07-28,18:32:07,34,31,1,257
84,2016-06-07,06:04:48,45,12,1,258
14,2020-06-15,03:52:24,20,65,1,259
51,2018-08-18,10:59:49,45,14,1,260
22,2018-01-19,00:25:02,47,13,1,261
32,2017-08-31,22:44:52,52,98,1,262
36,2021-01-02,09:47:14,58,86,1,263
40,2017-11-01,17:10:43,49,68,1,264
57,2020-04-30,05:21:46,29,95,1,265
1,2017-05-19,05:03:42,22,17,1,266
31,2017-09-06,15:45:08,34,15,1,267
38,2018-11-19,10:47:14,51,19,1,268
26,2020-12-29,13:04:55,11,50,1,269
42,2018-07-22,16:04:40,47,16,1,270
54,2016-11-21,12:11:14,11,90,1,271
61,2018-01-21,01:16:47,44,60,1,272
19,2018-06-02,02:25:05,55,47,1,273
95,2016-12-13,15:30:11,41,32,1,274
33,2020-03-20,12:05:30,52,22,1,275
79,2017-11-06,10:25:43,40,52,1,276
65,2016-09-08,09:24:49,47,54,1,277
25,2020-10-04,14:54:43,37,12,1,278
9,2016-12-20,16:05:44,44,76,1,279
57,2017-02-09,19:43:00,47,99,1,280
67,2017-08-20,19:33:59,52,40,1,281
32,2017-04-10,05:49:12,55,45,1,282
99,2018-01-28,19:24:19,58,55,1,283
76,2017-05-10,21:37:24,31,18,1,284
1,2016-11-26,17:57:06,34,29,1,285
47,2020-11-02,07:14:51,22,49,1,286
60,2018-01-27,18:07:45,23,34,1,287
39,2018-11-13,04:52:24,58,45,1,288
20,2016-08-12,23:05:12,14,93,1,289
79,2017-09-11,04:24:04,49,53,1,290
37,2019-01-02,23:40:08,21,93,1,291
36,2020-09-24,12:12:13,48,28,1,292
20,2021-01-17,20:44:22,14,99,1,293
35,2019-12-30,07:56:16,44,24,1,294
55,2017-12-30,12:07:55,50,38,1,295
63,2020-05-10,00:37:15,30,48,1,296
39,2017-10-13,03:13:26,51,26,1,297
94,2017-06-21,15:34:44,39,11,1,298
25,2020-08-31,22:24:09,33,70,1,299
65,2020-05-28,21:07:07,38,53,1,300
86,2020-02-04,19:47:20,40,90,1,301
8,2019-09-06,21:06:16,58,12,1,302
50,2017-10-03,20:55:42,24,50,1,303
59,2020-02-19,04:48:06,31,68,1,304
31,2020-03-03,20:51:25,15,81,1,305
23,2020-02-24,15:08:39,56,74,1,306
70,2017-11-28,02:32:13,12,24,1,307
18,2020-09-23,17:28:31,42,75,1,308
99,2016-07-16,19:33:51,17,16,1,309
15,2018-02-05,19:32:23,21,66,1,310
69,2017-07-20,15:15:09,22,12,1,311
34,2020-01-05,16:19:32,60,75,1,312
73,2018-11-27,00:10:58,58,96,1,313
61,2020-10-21,06:05:56,19,36,1,314
23,2016-11-20,19:08:14,11,41,1,315
41,2020-02-02,05:09:26,57,83,1,316
87,2020-11-04,19:53:06,21,15,1,317
11,2017-11-23,00:33:05,55,45,1,318
92,2018-02-10,19:42:10,55,68,1,319
73,2019-12-12,03:14:38,18,83,1,320
10,2019-02-13,06:02:08,19,12,1,321
55,2016-05-30,15:33:24,17,43,1,322
58,2018-02-27,21:06:00,45,47,1,323
5,2018-10-10,06:24:44,20,21,1,324
32,2016-06-14,12:39:27,44,10,1,325
51,2020-10-03,05:18:54,36,82,1,326
62,2018-03-19,08:42:16,14,92,1,327
43,2016-12-02,20:15:26,26,72,1,328
75,2021-02-15,16:27:17,47,33,1,329
10,2018-07-10,15:27:14,37,80,1,330
51,2017-01-18,22:58:55,60,63,1,331
10,2017-12-08,17:48:42,30,51,1,332
76,2020-06-10,07:37:46,57,36,1,333
36,2019-11-27,22:50:22,12,25,1,334
11,2019-06-07,15:54:33,45,38,1,335
81,2020-09-16,14:45:41,19,29,1,336
44,2019-11-02,03:36:14,23,14,1,337
85,2017-10-01,11:13:36,17,29,1,338
11,2019-05-06,15:27:16,54,67,1,339
51,2017-12-09,17:08:54,53,99,1,340
5,2020-05-30,04:43:21,46,56,1,341
39,2018-11-11,03:41:39,50,84,1,342
49,2018-02-23,03:23:48,34,63,1,343
53,2018-05-25,00:41:42,39,74,1,344
25,2017-10-03,18:46:26,11,21,1,345
19,2016-06-03,06:06:10,35,87,1,346
77,2017-11-28,15:18:59,49,27,1,347
99,2016-10-08,10:35:35,32,98,1,348
40,2017-08-21,07:29:08,42,30,1,349
65,2017-03-27,03:37:52,31,68,1,350
91,2018-01-07,06:59:54,50,11,1,351
99,2016-09-04,11:40:48,27,37,1,352
56,2016-05-13,17:38:00,14,66,1,353
8,2019-12-10,15:36:21,52,51,1,354
15,2019-10-09,05:11:48,28,59,1,355
11,2016-07-29,20:12:21,18,30,1,356
6,2018-12-15,09:12:11,23,60,1,357
33,2020-01-18,23:29:44,37,93,1,358
59,2016-08-07,23:11:30,18,58,1,359
72,2019-07-20,23:58:55,15,68,1,360
79,2018-12-26,09:26:51,32,70,1,361
3,2019-01-04,04:32:03,57,20,1,362
37,2019-02-17,15:37:07,41,52,1,363
80,2019-05-12,00:34:53,16,20,1,364
12,2019-04-24,09:08:12,49,82,1,365
4,2018-10-10,10:17:48,51,93,1,366
38,2016-04-30,19:00:58,50,92,1,367
13,2020-10-05,14:14:41,52,40,1,368
85,2018-09-21,00:22:19,38,65,1,369
72,2017-10-26,10:39:41,53,39,1,370
48,2017-02-08,11:56:16,57,91,1,371
52,2020-02-24,12:01:16,50,11,1,372
91,2017-10-30,03:40:51,14,68,1,373
55,2017-05-06,22:11:20,46,43,1,374
76,2019-11-13,21:21:46,58,32,1,375
63,2017-05-08,21:34:49,32,65,1,376
12,2020-06-24,18:16:45,53,13,1,377
73,2020-09-27,11:03:47,57,60,1,378
86,2018-07-20,00:20:20,10,54,1,379
100,2020-04-09,22:50:30,26,10,1,380
17,2020-06-29,22:03:58,30,13,1,381
49,2020-05-03,11:09:59,57,89,1,382
93,2020-08-06,12:04:25,57,77,1,383
87,2019-06-08,09:09:21,23,84,1,384
24,2018-01-08,19:30:18,49,22,1,385
48,2017-08-06,20:19:40,38,57,1,386
34,2021-02-27,18:20:19,56,49,1,387
64,2017-06-11,09:36:31,43,14,1,388
46,2017-01-17,12:15:21,15,39,1,389
22,2020-12-03,21:45:05,11,97,1,390
24,2020-03-08,01:17:39,15,95,1,391
41,2017-11-28,16:14:54,24,59,1,392
43,2018-10-13,04:12:27,34,73,1,393
36,2021-04-21,00:48:46,46,78,1,394
37,2017-10-12,21:14:12,19,97,1,395
70,2020-12-15,22:21:37,58,67,1,396
13,2020-11-14,13:06:03,40,51,1,397
40,2017-03-02,13:23:36,28,78,1,398
69,2018-08-03,06:08:49,41,50,1,399
75,2018-08-28,11:51:09,44,30,1,400
37,2017-10-22,08:31:20,38,90,1,401
80,2021-02-11,04:55:16,37,15,1,402
87,2018-01-12,02:09:09,54,20,1,403
34,2019-10-07,15:16:11,17,62,1,404
95,2021-03-26,22:05:25,25,39,1,405
75,2021-04-23,02:44:17,45,89,1,406
78,2019-01-22,04:37:54,33,99,1,407
71,2019-02-24,17:04:55,53,90,1,408
1,2020-01-18,23:02:38,51,51,1,409
84,2020-04-13,10:01:49,24,43,1,410
36,2021-03-12,16:18:27,18,24,1,411
15,2017-02-08,13:01:17,17,57,1,412
9,2020-12-30,15:48:41,35,75,1,413
75,2016-07-21,12:55:49,31,13,1,414
55,2021-04-05,03:24:04,20,19,1,415
48,2018-06-17,21:08:24,29,57,1,416
21,2019-08-16,20:54:58,34,77,1,417
73,2020-08-22,03:05:41,37,83,1,418
40,2019-04-11,16:06:57,20,52,1,419
64,2020-12-31,10:47:59,45,63,1,420
98,2018-10-27,05:30:45,26,26,1,421
9,2020-05-08,10:37:36,31,41,1,422
27,2019-04-11,03:31:19,36,31,1,423
84,2019-06-05,06:44:02,27,81,1,424
37,2018-09-12,13:47:02,46,14,1,425
32,2016-04-29,05:08:49,46,87,1,426
39,2020-11-20,16:49:42,54,54,1,427
1,2016-06-29,03:59:58,11,17,1,428
20,2019-12-20,18:04:41,13,45,1,429
3,2016-06-05,13:59:33,14,15,1,430
36,2017-11-26,02:28:03,48,27,1,431
95,2019-07-07,17:39:23,18,58,1,432
78,2017-08-12,01:39:53,59,68,1,433
93,2017-04-05,15:10:33,46,95,1,434
39,2017-01-06,07:50:59,56,29,1,435
5,2016-12-05,08:01:29,40,63,1,436
10,2020-12-12,06:21:36,12,85,1,437
3,2019-05-30,16:49:09,37,43,1,438
51,2019-11-12,12:10:06,40,84,1,439
26,2017-10-29,12:35:13,22,96,1,440
77,2020-04-07,05:03:56,36,43,1,441
75,2020-02-27,07:07:08,47,75,1,442
83,2018-12-01,06:40:52,14,96,1,443
50,2019-01-09,11:11:14,29,37,1,444
10,2016-10-23,22:21:44,38,67,1,445
96,2020-08-21,21:16:27,21,87,1,446
5,2016-09-04,04:58:38,12,13,1,447
38,2016-08-26,01:28:18,23,53,1,448
74,2020-01-28,01:02:51,30,92,1,449
67,2017-07-13,22:50:51,55,91,1,450
59,2016-05-27,08:32:40,50,51,1,451
84,2020-02-29,11:58:05,51,71,1,452
61,2018-03-15,22:04:44,17,13,1,453
66,2016-07-22,02:47:46,40,90,1,454
25,2018-09-16,12:37:51,43,27,1,455
68,2016-05-23,02:18:29,33,53,1,456
25,2017-01-25,13:18:06,17,76,1,457
32,2019-06-19,08:40:30,33,21,1,458
86,2019-04-08,01:07:03,15,79,1,459
3,2018-09-14,11:44:13,13,35,1,460
91,2016-11-07,02:13:42,56,10,1,461
18,2019-09-04,07:01:19,13,50,1,462
10,2019-08-08,11:16:54,36,36,1,463
64,2020-12-20,16:33:06,52,83,1,464
3,2018-04-29,10:31:34,42,65,1,465
30,2017-06-08,16:51:42,23,63,1,466
31,2017-09-25,02:07:04,59,17,1,467
12,2018-09-27,10:11:25,36,52,1,468
53,2016-11-17,18:56:46,27,37,1,469
24,2016-06-20,08:21:51,59,54,1,470
8,2017-12-07,06:32:13,23,49,1,471
48,2018-09-27,12:32:36,32,34,1,472
42,2018-08-01,21:14:21,19,50,1,473
27,2019-11-02,05:15:11,37,39,1,474
98,2021-03-07,17:49:11,46,84,1,475
19,2020-09-29,12:15:41,55,44,1,476
75,2017-01-29,04:59:30,23,72,1,477
41,2018-01-25,23:44:52,36,73,1,478
35,2017-04-06,19:50:07,45,88,1,479
69,2018-04-02,08:10:15,50,19,1,480
71,2020-10-31,02:51:06,46,21,1,481
88,2018-02-27,15:25:27,30,88,1,482
26,2019-06-01,10:58:43,41,63,1,483
77,2018-05-06,09:36:37,57,68,1,484
55,2019-11-26,20:08:24,32,35,1,485
16,2019-04-22,01:51:01,44,82,1,486
46,2017-11-19,20:40:11,43,29,1,487
65,2019-05-27,14:24:14,20,15,1,488
32,2020-11-05,10:08:34,41,59,1,489
92,2018-06-13,15:34:12,21,64,1,490
7,2018-06-21,07:56:22,46,53,1,491
39,2016-08-04,02:05:55,39,39,1,492
8,2019-12-17,13:28:05,43,15,1,493
20,2017-09-29,05:38:48,53,76,1,494
14,2016-04-29,10:10:18,11,74,1,495
36,2019-11-26,03:32:43,36,71,1,496
37,2017-09-30,17:11:11,24,56,1,497
83,2019-03-12,19:33:07,57,85,1,498
6,2017-10-04,23:06:13,46,32,1,499
11,2021-01-14,11:15:39,48,58,1,500
5,2017-05-18,18:42:13,15,23,1,501
41,2019-01-14,04:52:23,29,35,1,502
96,2017-07-11,00:43:27,44,90,1,503
9,2016-10-19,02:05:27,53,74,1,504
6,2020-03-11,16:01:38,33,21,1,505
11,2017-03-27,01:50:15,21,98,1,506
55,2016-09-23,06:40:17,45,65,1,507
72,2018-07-18,15:20:52,20,99,1,508
98,2020-11-26,05:22:44,36,51,1,509
25,2018-12-29,12:23:23,43,84,1,510
83,2016-12-23,13:43:59,19,87,1,511
2,2020-07-19,13:09:54,17,82,1,512
70,2019-03-13,21:20:25,39,28,1,513
5,2020-08-08,03:27:17,20,82,1,514
50,2016-05-15,21:14:22,27,75,1,515
65,2019-05-24,13:39:59,47,52,1,516
64,2018-07-04,05:53:35,10,20,1,517
62,2018-10-24,03:48:00,20,59,1,518
70,2017-09-13,17:56:59,13,58,1,519
43,2019-04-12,03:34:55,29,70,1,520
50,2017-08-19,10:43:41,36,14,1,521
41,2018-01-29,18:35:52,55,44,1,522
5,2020-03-28,07:00:50,19,48,1,523
27,2018-01-05,11:28:54,39,25,1,524
33,2018-12-17,22:33:54,18,79,1,525
12,2020-01-28,07:34:27,22,34,1,526
75,2017-10-12,11:19:42,21,42,1,527
67,2020-02-10,03:34:38,11,23,1,528
24,2019-06-11,04:02:17,24,79,1,529
41,2018-07-25,15:14:34,60,47,1,530
31,2020-10-28,15:03:07,45,39,1,531
43,2021-04-13,02:54:28,60,44,1,532
63,2018-04-04,09:39:02,46,26,1,533
9,2016-04-28,01:35:31,25,98,1,534
83,2017-08-27,12:45:25,27,84,1,535
65,2020-07-16,15:36:44,51,44,1,536
94,2016-12-08,13:58:26,48,24,1,537
44,2017-09-28,00:47:09,53,24,1,538
77,2018-01-15,04:43:53,15,35,1,539
91,2017-10-25,13:19:52,57,66,1,540
83,2016-06-06,16:24:34,31,60,1,541
97,2020-10-28,12:09:35,58,63,1,542
59,2020-09-19,11:26:42,55,61,1,543
31,2019-11-09,22:30:24,47,76,1,544
12,2017-01-18,04:23:07,26,74,1,545
55,2018-03-09,16:16:17,46,92,1,546
48,2020-06-12,19:40:02,50,60,1,547
34,2016-07-07,01:57:57,11,23,1,548
82,2019-08-07,11:32:28,20,44,1,549
79,2020-05-18,18:48:33,21,40,1,550
77,2019-06-17,04:42:15,15,23,1,551
83,2019-03-08,15:30:12,29,34,1,552
53,2020-08-26,20:56:29,54,97,1,553
13,2018-01-04,21:51:58,37,15,1,554
68,2018-05-12,05:14:58,35,20,1,555
5,2017-04-14,02:41:00,40,86,1,556
39,2017-07-11,16:46:52,14,84,1,557
92,2021-03-07,17:29:57,41,87,1,558
78,2019-08-05,03:10:25,19,73,1,559
11,2016-12-01,14:02:26,52,53,1,560
70,2018-08-27,11:31:59,56,75,1,561
65,2017-07-18,08:47:19,49,19,1,562
56,2017-03-14,16:11:27,18,82,1,563
21,2018-12-10,05:50:54,43,32,1,564
92,2019-02-26,10:35:04,34,93,1,565
61,2020-09-17,18:58:25,50,26,1,566
92,2021-01-30,10:10:31,40,54,1,567
4,2018-09-02,17:46:09,47,37,1,568
33,2020-07-16,20:15:17,12,29,1,569
90,2018-08-01,23:49:56,49,21,1,570
39,2020-09-16,12:38:34,53,99,1,571
44,2019-04-16,15:39:56,30,39,1,572
39,2020-12-14,13:11:10,13,42,1,573
14,2019-05-23,02:12:52,31,50,1,574
55,2018-09-19,15:22:56,34,24,1,575
22,2017-01-15,14:05:33,38,89,1,576
97,2017-04-03,05:00:33,54,32,1,577
25,2018-05-03,23:51:58,48,66,1,578
8,2016-05-29,01:23:24,36,29,1,579
13,2018-10-11,15:18:40,15,90,1,580
78,2018-11-05,00:42:54,47,13,1,581
53,2019-04-20,20:14:45,43,35,1,582
46,2019-10-05,16:07:38,54,54,1,583
70,2017-07-09,19:01:46,21,40,1,584
75,2018-01-13,19:58:25,24,66,1,585
10,2019-09-07,10:33:03,39,46,1,586
21,2016-09-17,23:26:11,58,10,1,587
54,2020-07-02,06:09:50,50,56,1,588
99,2017-01-01,15:29:47,52,63,1,589
70,2020-05-09,10:08:45,28,29,1,590
80,2018-12-31,09:57:46,27,74,1,591
35,2019-12-14,12:58:50,45,40,1,592
72,2016-11-06,03:42:29,25,20,1,593
84,2017-09-19,07:31:13,42,29,1,594
5,2020-05-04,08:14:48,14,58,1,595
95,2020-11-13,17:31:17,21,71,1,596
88,2017-12-20,07:54:24,10,28,1,597
40,2016-11-02,21:39:29,54,54,1,598
93,2020-09-05,11:25:30,19,36,1,599
63,2019-09-19,13:37:53,57,50,1,600
5,2017-09-06,06:16:38,50,85,1,601
57,2018-05-11,03:34:21,58,95,1,602
7,2018-01-13,02:04:45,32,77,1,603
93,2021-02-06,22:02:48,28,56,1,604
7,2019-03-06,15:30:45,42,17,1,605
